Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO;POLUIÇÃO
07_2022;BM NOVO ALIANÇA/FB RITA HELENA;9;CPNAUS;CPNAUS;BRASIL;361,0;38,0;17:20;13/FEV/2022;BARCO;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-3,14083333;-60,02416667;0;0;0;10209271;AÇO;;
06_2022;IMPERATRIZ;4;CFAREM;CFAREM;BRASIL;MIUDA;7,40;17:30;06/FEV/2022;BOTE;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-4,52416667;-56,28000000;3;0;0;230927041;ALUMÍNIO;;
05_2022;BERTOLINI LXII;4;CFAREM;CFAREM;BRASIL;295,0;26,0;12:00;10/JAN/2022;EMPURRADOR;INTERIOR;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-2,38722222;-54,76138889;0;0;0;230110606;AÇO;;
04_2022;COMANDANTE  JULIO;4;CPLUIZ;AGIMPE;BRASIL;28;16,40;23:05;12/FEV/2022;A SER APURADO;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-5,53027778;-47,49305556;0;0;0;A SER APURADO;AÇO;;
05_2022;KEM KI WAI;5;CPFPOL;CPFPOL;BRASIL;MIUDA;3,45;19:52;12/FEV/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-27,60722222;-48,46305556;0;0;0;441M2020004954;FIBRA;;
07_2022;SANTO ANTONIO VI;4;CFAREM;CFAREM;BRASIL;403,0;60,15;21:30;07/FEV/2022;BALSA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ÁGUA ABERTA;-2,38277778;-54,73027778;0;0;0;11445254;AÇO;;
03_2022;DJEKY;5;DLSFSL;DLSFSL;BRASIL;MIUDA;3,31;20:00;13/FEV/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-26,22250000;-48,67416667;1;0;0;443M2020006580;FIBRA;;
03_2022;Comte Baracho I e Outros;9;CFPVEL;CFPVEL;BRASIL;87,9;20,0;16:30;05/JAN/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-8,56916667;-63,67500000;0;0;0;50065670;AÇO;;
03_2022;FALKONERA;4;CPLUIZ;CPLUIZ;LIBÉRIA;44,252;229,0;20:16;03/FEV/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-1,96027778;-44,01472222;0;0;0;SOLAS- IMO 9600621;AÇO;;
03_2022;HTC PASSEIO- CATAMARÃ AGUA VIVA;3;CPCIFE;CPCIFE;BRASIL;MIUDA;3,22;10:30;15/FEV/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-8,68583333;-35,09111111;0;2;0;221M2011002995;FIBRA;;
04_2022;LUCCA;8;CPFTPR;CPFTPR;BRASIL;MIUDA;2,54;12:44;07/FEV/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-20,15500000;-48,07333333;1;0;0;402M2010007433;FIBRA;;
04_2022;MADU;5;CPGRAN;CPGRAN;BRASIL;MIUDA;3,36;14:12;15/FEV/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-30,14722222;-50,22666667;1;0;0;441M2015001114;FIBRA;;
08_2022;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;4,0;20:30;13/FEV/2022;BOTE;INTERIOR;SEM  ATIVIDADE DEFINIDA;REMO;NAUFRÁGIO;-1,93277778;-54,70083333;1;0;0;NÃO INSCRITA;MADEIRA;;
05_2022;SÓ O LUXO;1;CPVITO;CPVITO;BRASIL;NÃO INSCRITA;6,0;7:00;15/FEV/2022;BOTE;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;AVARIA DE MÁQUINAS;-18,88666667;-39,64583333;0;0;0;NÃO INSCRITA;MADEIRA;;
09_2022;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;7,0;21:00;12/FEV/2022;LANCHA;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-2,06000000;-55,24055556;0;0;1;NÃO INSCRITA;ALUMÍNIO;;
06_2022;MAIS Q. VENCEDOR;5;CPFPOL;CPFPOL;BRASIL;32,0;16,14;1:00;20/FEV/2022;BOTE;CABOTAGEM;PESCA;MOTOR;ENCALHE;-27,46444444;-48,37555556;0;0;0;4430062765;MADEIRA;;
03_2022;Shail Al  Dukhan;1;DLRUCA;DLRUCA;CATAR;38,938;224,89;23:00;19/FEV/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOAS;-22,95444444;-43,78444444;1;0;0;SOLAS-IMO 9324239;AÇO;;
07_2022;RAPAIX 55/ISIS MORENA;5;CPFPOL;CPFPOL;BRASIL;MIUDA;3,53;18:00;20/FEV/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-27,37527778;-48,53777778;0;0;0;443M2017006580;FIBRA;;
09_2022;ANA KAROLINE  II;9;CPNAUS;CPNAUS;BRASIL;664,0;43,18;12:00;19/FEV/2022;BARCO;INTERIOR;PASSAGEIROS;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,14194444;-60,03083333;0;0;1;230912320;AÇO;;
02_2022;TIA TEKKA;2;CPSALV;CPSALV;BRASIL;8;9,15;8:30;20/FEV/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-12,93583333;-38,54333333;0;0;0;2810256276;FIBRA;;
04_2022;MSC SILVIA;1;CPRIOJ;CPRIOJ;PORTUGAL;95,514;299,88;12:00;15/FEV/2022;NM PORTA-CONTENTOR;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM ESTIVADOR;-22,88055556;-43,20916667;1;0;0;SOLAS-IMO 9729457;AÇO;;
11_2022;Tegea;4;CPBLEM;CPBLEM;ILHAS CAYMAN;31243,00;189,99;5:45;23/FEV/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-1,06138889;-48,57416667;0;0;0;SOLAS-IMO 9478937;AÇO;;
02_2022;TEAL  ARROW;5;DELUNA;DELUNA;BAHAMAS;22073,0;173,0;16:15;02/FEV/2022;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;EXPOR A RISCO;-28,26972222;-48,72277778;0;0;0;SOLAS-IMO 9186780;AÇO;;
03_2022;VALENTYNA;1;DLCABO;DLCABO;BRASIL;18,0;9,95;14:20;23/FEV/2022;ESCUNA;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-22,97194444;-42,01777778;0;0;0;3840174112;MADEIRA;;
02_2022;BOM DE  MAR;1;DLCABO;DLCABO;BRASIL;5,50;8,20;6:20;22/FEV/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-22,97000000;-42,01833333;0;0;0;3870044861;MADEIRA;;
12- A_2022;ABEL DE CASTRO;8;CPSANT;CPSANT;BRASIL;5,0;8,7;4:30;14/FEV/2022;BOTE;INTERIOR;PESCA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-24,38027778;-46,98555556;0;1;0;4030150144;MADEIRA;NÃO POSSUI;
07_2022;LEBEN/BELA XVI;5;DCPJAI;DCPJAI;BRASIL;32,0;17,8;22:00;23/FEV/2022;LANCHA;LONGO-CURSO;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-27,01361111;-48,62722222;0;0;0;4215543169;FIBRA;;
10- A_2022;GNG  CONCORD 1;8;CPSANT;CPSANT;HONG KONG;4,073;225,0;9:20;06/FEV/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-25,46888889;-45,88361111;0;1;0;SOLAS-IMO 9629653;AÇO;;
06_2022;RUFO II/TYBA;5;DCPJAI;DCPJAI;BRASIL;A SER APURADO;3,05;10:00;12/FEV/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-26,97777778;-48,59444444;0;2;0;443M2015001430;FIBRA;;
05_2022;TOMAZ BOAT/SEM NOME;5;DCPJAI;DCPJAI;BRASIL;A SER APURADO;A SER APURADO;19:00;06/FEV/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-27,00666667;-48,61361111;0;0;0;NÃO INSCRITA;FIBRA;;
11- A_2022;TOMINI LIBERTY;8;CPSANT;CPSANT;ILHAS MARSHALL;36,415;199,90;9:18;09/FEV/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOAS;;-46,22194444;1;0;0;SOLAS -IMO 9718179;AÇO;;
04_2022;PETROBRAS 33;1;CPMCAE;CPMCAE;PANAMÁ;133,707;321,35;13:40;25/FEV/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,37166667;-40,02472222;0;1;0;387E000909;AÇO;;
08_2022;SEVEN RIO;1;CPRIOJ;CPRIOJ;ILHA DE MAN;18,666;145,9;11:54;07/FEV/2022;SUPPLY;APOIO-MARÍTIMO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-24,99750000;-42,42583333;0;0;0;381E010767;AÇO;;
004_2022;BARRA MAR II;3;CPCEIO;CPCEIO;BRASIL;83;16,10;7:15;01/MAR/2022;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-9,68861111;-35,77277778;0;0;0;24122345-15;FIBRA;;
004_2022;REAL LIFE -  AZULÃO;7;CPFBRA;CPFBRA;BRASIL;0;3,22;10:00;01/MAR/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-15,82083333;-47,83250000;0;1;0;443M2009041792;FIBRA;;
01_2022;PORTUGA;8;DLGUAI;DLGUAI;BRASIL;0;4,85;22:45;27/MAR/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-22,62388889;-53,10333333;1;0;0;981M2003000371;FIBRA;;
08_2022;SEM NOME;9;CPNAUS;CPNAUS;BRASIL;NÃO INSCRITA;6;22:00;15/FEV/2022;CANOA;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;COLISÃO;-0,12250000;-67,11138889;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
02_2022;SEM NOME;8;DLPREP;DLPREP;BRASIL;A SER APURADO;A SER APURADO;14:58;28/FEV/2022;BOTE;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;COLISÃO;-22,54388889;-53,05555556;0;1;0;A SER APURADO;ALUMÍNIO;;
04_2022;ALICIA E HELOISA -  O GOLPE TA AI CAI;5;DCPJAI;DCPJAI;BRASIL;0;A SER APURADO;14:40;30/JAN/2021;MOTO -  AQUÁTICA;A SER APURADO;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-27,12722222;-48,52666667;0;1;0;A SER APURADO;FIBRA;;
09_2022;INSIGNIA OF  RED;5;CPFPOL;CPFPOL;BRASIL;5,51;9,63;19:02;28/FEV/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;0;0;0;4620809101;FIBRA;;
04_2022;GOOD BLESS;2;CFJUAZ;CFJUAZ;BRASIL;4,57;8,22;14:00;19/MAR/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EXPLOSÃO;-12,88750000;-38,69861111;0;1;0;2818903882;FIBRA;;
03_2022;WESTERN  TOKYO;3;CPFTZA;CPFTZA;FILIPINAS;20,846;200;17:24;07/MAR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;MAU APARELHAMENTO DA EMBARCAÇÃO ;-3,70250000;-38,46833333;0;0;0;SOLAS-IMO 9838498;AÇO;;
07_2022;NHUNDIAQUARA;8;CPAGUA;CPAGUA;BRASIL;298;40;8:00;07/MAR/2022;BALSA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;AVARIA DE MÁQUINAS;-25,86305556;-48,57111111;0;0;0;4210239858;AÇO;;
07_2022;BEBEZÃO;1;DLANGR;DLANGR;BRASIL;4,10;13,8;15:09;27/FEV/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,02722222;-44,53611111;0;0;0;4030237584;FIBRA;;
06_2022;MARCELLA ENY I;1;DLANGR;DLANGR;BRASIL;0,67;8,3;12:00;27FEV/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,02500000;-44,28444444;0;0;0;3830630387;FIBRA;;
08_2022;SERDELI;1;DLANGR;DLANGR;BRASIL;0,01;6,5;15:09;27/FEV/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,26388889;-44,16472222;0;0;2;3830629427;FIBRA;;
09_2022;NAIR DE  TEFFE;1;DLANGR;DLANGR;BRASIL;0;8,3;#VALOR!;A PURADO;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,01888889;-44,31916667;0;0;0;3825419568;FIBRA;;
08_2022;ALORA;8;CPAGUA;CPAGUA;BAHAMAS;35,884;200;5:30;08/MAR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-25,69666667;-48,29333333;1;0;0;SOLAS-IMO 9729025;AÇO;;
06_2022;IVESTOS I;8;CPAGUA;CPAGUA;LIBÉRIA;40,014;225;12:00;06/MAR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-25,50805556;-48,39944444;0;0;0;SOLAS-IMO 9294472;AÇO;;
5_2022;MACLA;4;CPLUIZ;CPLUIZ;BRASIL;0;3,54;13:00;27/FEV/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-2,80416667;-42,86833333;1;0;0;121M2017000109;FIBRA;;
12_2022;SEM NOME;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;10;8:30;04/MAR/2022;CANOA;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-1,29833333;-48,49138889;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
4_2022;BLACK DIAMOND - MARBETH;1;DLCABO;DLCABO;BRASIL;95;21,20;14:30;27/FEV/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-22,88444444;-42,00416667;0;0;0;2610110090;FIBRA;;
5_2022;ALEXANDRE I - CAPITÃO PELICANO III;1;DLCABO;DLCABO;BRASIL;49;15,3;12:00;04/FEV/2022;ESCUNA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-22,96805556;-42,01083333;0;0;0;3840174244;MADEIRA;NÃO POSSUI;
06_2022;CARDEB;1;CPVITO;CPVITO;BRASIL;1,6;5,33;#VALOR!;26evereiro ;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-20,30333333;-40,28555556;0;1;0;3410392815;FIBRA;;
05_2022;AQUARYUSS;1;CPRIOJ;AGPRITI;BRASIL;16;12;23:00;28/FEV/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;COLISÃO;-23,17111111;-44,67361111;0;0;0;4430483396;FIBRA;;
01_2022;SEM NOME;2;DLHEUS;DLHEUS;BRASIL;NÃO INSCRITA;6;9:30;27/FEV/2022;CANOA;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-14,77555556;-39,05277778;1;0;0;NÃO INSCRITA;FIBRA;;
09_2022;PETROBRAS 77;1;CPRIOJ;CPRIOJ;LIBÉRIA;159,333;322,7;20:57;07/MAR/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;INCÊNDIO;-24,50305556;-42,41194444;0;0;0;461E001136;AÇO;;
06_2022;TONABOA;1;CPRIOJ;AGPRITI;BRASIL;14;9,6;17:15;02/MAR/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,20000000;-44,67361111;0;0;0;3868893768;FIBRA;;
07_2022;MC NA MARRA;1;CPRIOJ;CPRIOJ;BRASIL;0;4,5;19:00;27/FEV/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,78472222;-43,12388889;1;0;0;383M2001014174;FIBRA;;
1_2022;JULIETA;1;DLPIRA;DLPIRA;BRASIL;6;8;17:00;28/FEV/2022;BALSA;INTERIOR;PASSAGEIROS E CARGA;SEM PROPULSÃO;RUPTURA DE CABOS;-15,61583333;-46,41555556;0;0;0;9410464811;AÇO;;
3A/2022;MACARENA;1;DLFURN;DLFURN;BRASIL;0,34;5,73;15:00;05/MAR/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EXPLOSÃO;-21,40111111;-45,83416667;0;8;0;4019909164;FIBRA;;
2F/2022;RIO GRANDE  IV;1;DLFURN;DLFURN;BRASIL;127;29,83;23:56;28/FEV/2022;BALSA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;DEFECIÊNCIA NA EMBARCAÇÃO;-20,42166667;-46,85888889;0;0;0;9410140293;AÇO;;
05_2022;EUROPA;1;CPMCAE;CPMCAE;BRASIL;177;28;7:35;04/MAR/2022;BARCO;CABOTAGEM;PESCA;MOTOR;DERIVA DA EMBARCAÇÃO;-39,79111111;-39,79111111;0;0;0;443-010237-6;MADEIRA;NÃO POSSUI;
03_2022;PHENOMENAL DIVA;2;CPSALV;CPSALV;PANAMÁ;43,672;228,29;3:45;01/MAR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-12,78833333;-38,48250000;0;0;0;SOLAS-IMO 9902263;AÇO;;
04_2022;TOPA TUDO NORONHA -  NOÉ;3;CPCIFE;CPCIFE;BRASIL;212;34,88;13:40;16/FEV/2022;BARCAÇA;CABOTAGEM;CARGA;MOTOR;ABALROAMENTO;-3,83361111;-32,40222222;0;0;0;3826679849;AÇO;;
05_2022;ENDURANCE I;3;CPCIFE;CPCIFE;BRASIL;0;0;13:40;27/FEV/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-8,68722222;-35,08777778;0;1;0;4030252184;FIBRA;;
003_2022;PAZ;7;CPFBRA;CPFBRA;BRASIL;0;4,3;#VALOR!;27FEVEREIRO;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-15,83638889;-47,89722222;0;1;0;161M2003000398;FIBRA;;
005_2022;SERRA DO MAR;7;CPFBRA;CPFBRA;BRASIL;2..6;7,82;#VALOR!;27FEVEREIRO;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-16,27972222;-48,46222222;0;0;0;4010821094;FIBRA;;
02_2022;LAGOA PARANAENSE;3;CPFTZA;CPFTZA;BRASIL;258;27,63;21:00;04/MAR/2022;REBOCADOR;LONGO-CURSO;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-3,69583333;-38,58805556;0;0;0;8108511;AÇO;;
08_2022;VIDA NOVA RN;5;DCPJAI;DCPJAI;BRASIL;14;10,95;15:15;07/MAR/2022;BARCO;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-26,91388889;-48,64972222;0;0;0;4410442813;MADEIRA;NÃO POSSUI;
08_2022;LAVIE;5;CPFPOL;CPFPOL;BRASIL;12,9;11,7;20:22;26/FEV/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;COLISÃO;-27,55138889;-48,56388889;0;0;0;4030250793;FIBRA;;
01_2022;MAIS OU MENOS;8;CPFOZU;CPFOZU;BRASIL;0;4,99;16:30;27/FEV/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-24,49055556;-54,31944444;0;0;0;962m2006002283;FIBRA;;
02_2022;JAPAN;8;DLGUAI;DLGUAI;BRASIL;0,6;11,9;21:30;28/MAR/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-22,77583333;-53,30055556;1;0;0;9629986256;FIBRA;;
04_2022;CARMEM IV;8;DLTIAO;DLTIAO;BRASIL;32;13,45;17:00;02/MAR/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,88111111;-45,46444444;0;0;0;4010393921;FIBRA;;
10_2022;JESUS MEU  CAPITÃO;9;CPNAUS;CPNAUS;BRASIL;20;15,4;3:30;27/FEV/2022;BARCO;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;1,58222222;-61,23805556;0;0;0;150001428;MADEIRA;NÃO POSSUI;
15_2022;COMANDANTE PRETO II;4;CPSTNA;CPSTNA;BRASIL;4;8;3:00;03/MAR/2022;BARCO;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;1,67277778;-49,90638889;0;1;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
04_2022;CORINHO  - ACAPULCO;1;DLRUCA;DLRUCA;BRASIL;0;3,56;13:30;03/MAR/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-22,92138889;-43,85638889;0;0;0;381M2021001857;FIBRA;;
16_2022;EPTALOFOS;4;CPSTNA;CPSTNA;GRÉCIA;50,177;230;22:45;10/MAR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;0,05555556;-51,15777778;0;0;0;SOLAS- IMO 9343869;AÇO;;
17/2022;COMTE RUAN;4;CPSTNA;CPSTNA;BRASIL;7;11,8;16:00;13/MAR/2022;BARCO;INTERIOR;PESCA;MOTOR;EMBORCAMENTO;3,87222222;-51,81500000;0;0;0;022-011189-8;MADEIRA;NÃO POSSUI;
10_2022;DIVE MASTER;5;DCPJAI;DCPJAI;BRASIL;3,2;9,1;11:15;10/MAR/2022;BOTE;INTERIOR;PASSAGEIROS;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-27,15500000;-48,56444444;1;0;0;4430113114;MADEIRA;NÃO POSSUI;
05_2022;Guerreiro do Horizonte;1;DLRUCA;DLRUCA;BRASIL;9,92;12,5;3:00;13/MAR/2022;TRAINEIRA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ENCALHE;-23,08472222;-43,93722222;0;0;0;3820099697;MADEIRA;NÃO POSSUI;
09_2022;EXPRESS BRASIL;5;DCPJAI;DCPJAI;BRASIL;35,595;222,5;11:00;16/FEV/2022;NM PORTA-CONTENTOR;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM ESCADAS DE PORTALÓ;-26,89888889;-48,66500000;0;0;0;SOLAS-IMO 9443023;AÇO;;
11_2022;SUN 7  I;5;DCPJAI;DCPJAI;BRASIL;A SER APURADO;9,6;13:30;12MAR/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;COLISÃO;-27,04444444;-48,58444444;0;0;0;4019900990;FIBRA;;
05_2022;CARA PRETA;8;DLTIAO;DLTIAO;BRASIL;0;4,9;17:00;11MAR/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,78388889;-45,39138889;1;0;0;403M2013002320;FIBRA;;
11_2022;SANTA VITÓRIA;4;CFAREM;CFAREM;BRASIL;57;60,15;22:30;03/MAR/2022;BALSA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;NAUFRÁGIO;-2,14500000;-56,13194444;0;0;0;120768186;AÇO;;
10_2022;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;12:15;16/FEV/2022;CANOA;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-2,43527778;-54,89972222;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
05_2022;Aguapé -  a ser apurado;9;CFPVEL;CFPVEL;BRASIL;3;10;13:30;10/MAR/2022;CHATA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-11,05083333;-64,09277778;2;1;0;40032761;ALUMÍNIO;;
06_2022;FPSO  BRAVO;1;CPMCAE;CPMCAE;BAHAMAS;160,257;327,5;19:24;02/JAN/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;EXPLOSÃO;-23,13750000;-41,07583333;0;0;0;381E009637;AÇO;;
04_2022;GATO;2;CPSALV;CPSALV;BRASIL;187,00;25,10;20:30;14/MAR/2022;BARCO;CABOTAGEM;PASSAGEIROS E CARGA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-13,64833333;-35,51666667;0;0;0;50070746;MADEIRA;NÃO POSSUI;
001_2022;SEM NOME;7;CFGOIA;CFGOIA;BRASIL;NÃO INSCRITA;5;14:30;16/MAR/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-17,77666667;-48,56138889;1;0;0;NÃO INSCRITA;ALUMÍNIO;;
05_2022;SEM NOME;5;CPGRAN;CPGRAN;BRASIL;NÃO INSCRITA;5,4;18:40;14/MAR/2022;bote;INTERIOR;PESCA;MOTOR;DESAPARECIMENTO DE PESSOAS;-31,71666667;-51,96111111;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
16- A_2022;BMG;8;CPSANT;CPSANT;BRASIL;31;16,2;3:00;08/MAR/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-25,11972222;-47,86111111;0;0;0;4611514871;FIBRA;;PP
4_2022;BAO EXPRESS;5;DLSFSL;DLSFSL;LIBÉRIA;33,044;189,99;17:30;13/MAR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOAS;-26,16861111;-48,41666667;1;0;0;SOLAS-IMO A SER APURADO;AÇO;;
07_2022;PETROBRAS 58;1;CPVITO;CPVITO;ILHAS MARSHALL;155,330;330;14:00;11/MAR/2022;PLATAFORMA;LONGO-CURSO;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-21,20333333;-39,99694444;0;0;0;461E000971;AÇO;;
18_2022;AMAZON ON  BOARD;4;CPSTNA;CPSTNA;BRASIL;18;14,85;3:00;15/MAR/2022;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-0,05805556;-51,15361111;0;0;0;022-008404-1;ALUMÍNIO;;
