Nº DE IAFN;NOME;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG EM DEC;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
01_2021;SAMBACA;CPFPOL;CPFPOL;BRASIL;0;6,05;15:34:00;03/jan/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ÁGUA ABERTA;-27,42138889;-48,475;0;0;4430107084;FIBRA;
01_2021;ALCA;DLSFSL;DLSFSL;BRASIL;5,02;8,63;06:32:00;01/jan/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;-26,19444444;-48,59166667;0;0;4039127340;FIBRA;
01_2021;GIL & MOG;CFATOC;CFATOC;BRASIL;0,38;5,5;15:30:00;02/jan/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-9,75694444;-48,37388889;0;0;5240006814;ALUMÍNIO;
01_2021;SEM NOME;DLHEUS;DLHEUS;BRASIL;NÃO INSCRITA;4,9;19:00:00;03/jan/21;CANOA;INTERIOR;ESPORTE E RECREIO;REMO;QUEDA DE PESSOAS NA ÁGUA;-14,60861111;-46,92222222;0;0;NÃO INSCRITA;ALUMÍNIO;
01_2021;ANNA KAROLINE I;CPBLEM;CPBLEM;BRASIL;32;14,6;A SER APURADO;A SER APURADO;BARCO;CABOTAGEM;PESCA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;1,16666667;-46,97583333;1;0;1630041211;MADEIRA;NÃO POSSUI
01_2021;HYDRA;DLANGR;DLANGR;BRASIL;0;6,3;14:20:00;03/jan/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,01638889;-44,4525;0;0;3410232435;FIBRA;
03_2021;ATLANTA I;DLTIAO;DLTIAO;BRASIL;11,6;10,6;18:00:00;02/jan/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,72527778;-45,27694444;0;0;2810238995;FIBRA;
01_2021;ROTA 22;CFJUAZ;AGBJLP;BRASIL;0;7;19:30:00;03/jan/21;CANOA;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-14,35444444;-43,78916667;0;0;A SER APURADO;MADEIRA;NÃO POSSUI
02_2021;JOEY II - SEM NOME;DLANGR;DLANGR;BRASIL;0;9,8;15:30:00;05/jan/21;LANCHA;CABOTAGEM;PASSAGEIRO;MOTOR;ABALROAMENTO;-23,20416667;-44,5;0;0;3868895230;FIBRA;
02_2021;Deus é Amor II;CFPVEL;CFPVEL;BRASIL;175;28,2;02:05:00;10/jan/21;BARCO;INTERIOR;PASSAGEIRO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-8,76972222;-63,91;0;1;31150748;MADEIRA;NÃO POSSUI
02_2021;TRANSGLOBAL III;CPSTNA;CPSTNA;BRASIL;63;24;12:00:00;10/jan/21;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;INCÊNDIO;-0,0075;-51,20277778;0;0;001-021649-9;AÇO;
03_2021;DEL MAR II;CPMCAE;AGSJBA;BRASIL;6;4,8;12:00:00;10/jan/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-21,63;-41,04916667;0;0;387M2005000585;FIBRA;
01_2021;SEM NOME;CPFOZU;CPFOZU;BRASIL;NÃO INSCRITA;A SER APURADO;19:32:00;05/jan/21;A SER APURADO;INTERIOR;SEM ATIVIDADE DEFENIDA;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;-25,52277778;-5,01472222;0;1;NÃO INSCRITA;A SER APURADO;
03_2021;CHARLES;DLPREP;DLPREP;BRASIL;A SER APURADO;5,4;11:00:00;01/jan/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;;;0;0;402M2014000374;ALUMÍNIO;
01_2021;ATAIRU;CPFTZA;AGOCIM;BRASIL;18;11,6;10:00:00;02/jan/21;BALSA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ÁGUA ABERTA;-2,88638889;-40,84111111;0;0;1630041360;MADEIRA;NÃO POSSUI
03_2021;A SER CALCIO;DLANGR;DLANGR;BRASIL;145;23,95;12:15:00;10/jan/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;VARAÇÃO;-23,19722222;-44,60194444;0;0;A SER APURADO;FIBRA;
02_2021;SCHIRLEY;DLSFSL;DLSFSL;BRASIL;1,4;5,38;13:50:00;10/jan/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-26,45222222;-48,59333333;0;0;4420238704;ALUMÍNIO;
01_2021;ULUWATU II;CPRIOJ;AGPRIT;BRASIL;7,6;9,54;18:00:00;07/jan/21;BOTE;INTERIOR;PASSAGEIRO;MOTOR;COLISÃO;-23,21638889;-44,71;0;0;4430084211;MADEIRA;NÃO POSSUI
01_2021;OLIVENCE VI  - SEM NOME;CPSALV;CPSALV;BRASIL;2;7,3;20:50:00;17/jan/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-13,56888889;-38,94805556;3;0;2818908507;FIBRA;
04_2021;CAT BOM JESUS IV;CPBLEM;CPBLEM;BRASIL;79;21;13:45:00;09/jan/21;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIRO;MOTOR;DERIVA  DA EMBARCAÇÃO;-1,2975;-48,75166667;0;0;4418921583;FIBRA;
04_2021;IMENSIDÃO AZUL - FAITH II;DLANGR;DLANGR;BRASIL;0,1;11,18;09:40:00;16/jan/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-22,98805556;-44,40583333;0;0;3810513016;FIBRA;
02_2021;SEM NOME;CPFOZU;CPFOZU;BRASIL;NÃO INSCRITA;A SER APURADO;00:30:00;10/jan/21;A SER APURADO;INTERIOR;SEM ATIVIDADE DEFENIDA;A SER APURADO;NAUFRÁGIO;;;0;0;NÃO INSCRITA;A SER APURADO;
05_2021;PETROBRAS 65;CPMCAE;CPMCAE;ILHAS MARSHALL;9,506;104,34;07:16:00;17/jan/21;OUTRAS EMBARCAÇÕES;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-22,92388889;-40,6675;0;0;387E000664;AÇO;
04_2021;ELIZABETH C;CPMCAE;CPMCAE;BRASIL;2,554;74,52;06:50:00;18/fev/21;SUPPLY;APOIO-MARITIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;-22,50222222;-41,75138889;0;0;4430124019;AÇO;
02_2021;DEEP DIVE II;DLRUCA;DLRUCA;BRASIL;0,1;6,95;11:30:00;18/jan/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,94722222;-43,92472222;1;0;3830643659;FIBRA;
03_2021;ADRINATAN I;DLRUCA;DLRUCA;BRASIL;1,24;7,53;08:30:00;19/jan/21;BOTE;INTERIOR;PASSAGEIRO E CARGA;MOTOR;COLISÃO;-22,9325;-43,97111111;1;0;NÃO INSCRITA;FIBRA;
01_2021;DUNAS DE MARAPÉ I - PAIXÃO;CPCEIO;CPCEIO;BRASIL;31,2;18,95;11:00:00;17/jan/21;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-9,85944444;-35,90472222;0;0;2410151086;MADEIRA;NÃO POSSUI
01_2021;GILMAR I;CPVITO;CPVITO;BRASIL;12;9,18;09:00:00;15/jan/21;BARCO;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-22,26833333;-40,48777778;0;0;3850010953;MADEIRA;NÃO POSSUI
04_2021;SUJONAUTA;DLTIAO;DLTIAO;BRASIL;0;3,27;21:30:00;17/jan/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-23,63472222;-46,42944444;4;0;401M201301686;FIBRA;
03_2021;NORD HUDSON;CPSTNA;CPSTNA;DINAMARCA;34,614;199,9;05:30:00;13/jan/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-0,05194444;-51,16666667;0;0;SOLAS-IMO9696797;AÇO;
06_2021;BARU TAURUS;CPMCAE;CPMCAE;BRASIL;414;46,08;20:05:00;20/jan/21;SUPPLY;APOIO-MARITIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;AVARIA NA CARGA;-22,56111111;-40,11666667;0;0;3813905438;AÇO;
05_2021;THATHA V - RYSO;DLANGR;DLANGR;BRASIL;0;2,2;19:33:00;20/jan/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;;2;0;382M2003001052;FIBRA;
02_2021;SAGA MORUS;CPVITO;CPVITO;HONG KONG;36,463;199;06:54:00;22/jan/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;ENCALHE;-19,84277778;-40,05222222;0;0;SOLAS-IMO 9117741;AÇO;
01_2021;CIDADE DE ARIOSES;CPLUIZ;CPLUIZ;BRASIL;2,588;72,39;09:00:00;25/jan/21;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;AVARIA DE GOVERNO;;;0;0;1210142171;AÇO;
03_2021;Venus - Porto de Humaitá;CFPVEL;AGHMTA;BRASIL;504;60;14:00:00;21/jan/21;FLUTUANTE;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;COLISÃO;-7,51;-63,01888889;0;0;11445327;AÇO;
03_2021;RESSACA I;CPRIOJ;CPRIOJ;BRASIL;1,1;5,5;03:40:00;14/jan/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;DESAPARECIMENTO DE EMBARCAÇÃO;-23,5;-43,1;0;3;3810484709;FIBRA;
02_2021;SOBERANO  DA COSTA - CAVENDISH;CPRIOJ;AGPRIT;BRASIL;88;34;16:30:00;23/jan/21;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-23,19055556;-44,62361111;0;0;3860004808;MADEIRA;
05_2021;SEM NOME;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;6;13:45:00;19/jan/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-1,40138889;-50,75138889;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
01_2021;VALE FUN  - GUALTER I;CPPARN;CPPARN;BRASIL;0;3,53;08:00:00;16/jan/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-4,57833333;-42,87138889;0;0;141M2018000325;FIBRA;
04_2021;SEM NOME;DLPREP;DLPREP;BRASIL;NÃO INSCRITA;3,8;13:00:00;23/jan/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-21,6725;-52,40861111;0;0;NÃO INSCRITA;ALUMÍNIO;
03_2021;NATIVO  II - JUNIOR I - CQG 1;CFJUAZ;AGBJLP;BRASIL;75;31,68;12:30:00;21/jan/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-10,785;-42,7475;0;0;9410016819;AÇO;
02_2021;A E A -  Stella;CFJUAZ;AGBJLP;BRASIL;6;7,8;12:00:00;13/jan/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-10,80888889;-42,76833333;0;0;9420032663;AÇO;
1-A_2021;FAMA - OASSIS I;DLFURN;DLFURN;BRASIL;0;3,31;10:00:00;24/jan/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-21,40138889;-45,82666667;3;0;401M2013017931;FIBRA;
03_2021;HOLLY ARROW;CPVITO;CPVITO;PANAMÁ;35,516;199,9;17:24:00;25/jan/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;AVARIA NA CARGA;-19,84055556;-40,05777778;0;0;SOLAS-IMO 9819985;AÇO;
02-A_2021;JOJOHN06   - O RAAIOSS;CPSANT;CPSANT;BRASIL;0;3,54;10:10:00;04/jan/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,99527778;-46;0;0;421M2012003669;FIBRA;
01-A_2021;CHEETAH;CPSANT;CPSANT;BRASIL;14,3;13,5;A SER APURADO;A SER APURADO;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA  DA EMBARCAÇÃO;-24,02361111;-46,265;0;0;3810494054;FIBRA;
04_2021;PAULO SHOPPING - ITAPERA;DLRUCA;DLRUCA;BRASIL;0,95;5,84;17:08:00;31/jan/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,0425;-44,20861111;0;0;3830628650;FIBRA;
05-A_2021;NM GRANDIS;CPSANT;CPSANT;ILHAS MARSHALL;41,416;201,9;A SER APURADO;A SER APURADO;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;ACIDENTE COM ESCADA DE PORTALÓ;;;0;0;SOLAS-IMO 9824980;AÇO;
03-A_2021;SFL KENT;CPSANT;CPSANT;HONG KONG;22,656;181;14:00:00;01/jan/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-16,83361111;-14,735;0;0;SOLAS-IMO 9508847;AÇO;
04-A_2021;INASA;CPSANT;CPSANT;PANAMÁ;23,55;179,73;18:20:00;06/jan/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ACIDENTE COM ESTIVADOR;-23,96416667;-46,30111111;1;0;SOLAS-IMO 9891012;AÇO;
02_2021;GIJO;CPFPOL;CPFPOL;BRASIL;0;2,54;16:00:00;02/jan/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-26,61222222;-49,44333333;0;0;401M2004002659;FIBRA;
04_2021;DIAMANTE;CPVITO;CPVITO;BRASIL;5,7;8,6;10:24:00;31/jan/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-20,30472222;-40,28361111;0;0;9410463751;FIBRA;
04_2021;LAMAS IX;CPSTNA;CPSTNA;BRASIL;2,4;8;02:30:00;26/jan/21;BARCO;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;2,49166667;-50,94555556;0;0;021-028901-5;MADEIRA;NÃO POSSUI
07-A_2021;SÓ NAVE;CPSANT;CPSANT;BRASIL;0;3,545;13:50:00;17/jan/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-23,99194444;-46,245;0;0;341M2018000906;FIBRA;
01_2021;DEUSA  DO MAR;CPGRAN;CPGRAN;BRASIL;256;47,2;11:30:00;29/jan/21;BALSA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;COLISÃO;-32,02888889;-52,08694444;0;0;4610075300;AÇO;
3_2021;JEDIAH;DLCABO;DLCABO;BRASIL;1;5,5;14:00:00;31/jan/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,8775;-42,13333333;0;0;3840160995;FIBRA;
1_2021;M E M;DLCABO;DLCABO;BRASIL;8,7;9,3;09:30:00;30/jan/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,885;-42,00361111;0;0;2810249075;FIBRA;
06-A_2021;SAGA WAVE;CPSANT;CPSANT;HONG KONG;29,235;199;12:00:00;12/jan/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;QUEDA DE CARGA E / OU EQUIPAMENTO NA ÁGUA;-23,96638889;-46,29944444;0;0;SOLAS-IMO 8918289;AÇO;
10-A_2021;GEORGE H;CPSANT;CPSANT;GRÉCIA;47,005;299;06:04:00;24/jan/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;MORTE DE PESSOA;-24,15638889;-46,33083333;0;0;SOLAS-IMO 9842255;AÇO;
09-A_2021;ZUNIGA V;CPSANT;CPSANT;BRASIL;87;18,49;16:00:00;19/jan/21;BARCO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;-25,5;-45,5;0;0;4610046105;AÇO;
08-A_2021;ANENEIA - OPEN SEA;CPSANT;CPSANT;BRASIL;0;3,22;12:40:00;17/jan/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-23,80694444;-46,62916667;0;0;2,21E+12;FIBRA;
05_2021;RIO TAMARA - CORAÇÃO DE MÃE;CPSTNA;CPSTNA;LIBÉRIA;41,218;225;06:06:00;30/jan/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ABALROAMENTO;-0,08472222;-51,08527778;0;0;SOLAS-IMO 9673525;AÇO;
04_2021;FPSO CIDADE DE MANGARATIBA MV24;CPRIOJ;CPRIOJ;BAHAMAS;159,202;318,4;18:45:00;31/jan/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;QUEDA DE PESSOA ABORDO;-25,20333333;-42,87805556;0;0;382E000421;AÇO;
05_2021;TOPZERA;CPRIOJ;CPRIOJ;BRASIL;142;24,3;18:00:00;25/jan/21;REBOCADOR;CABOTAGEM;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-22,825;-63,92027778;0;0;4019980527;AÇO;
11-A_2021;ZOLLI I;CPSANT;CPSANT;BRASIL;3;7,3;04:00:00;25/jan/21;LANCHA;LONGO - CURSO;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;0;0;4010732199;FIBRA;
4_2021;EUCLIDES QUEIROZ-CONAVE XIV-CONAVE XII;CFPVEL;CFPVEL;BRASIL;39,6;18;19:30:00;30/jan/21;REBOCADOR;A SER APURADO;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;0;1;10194916;AÇO;
6_2021;MANOEL CARNEIRO DE MESSIAS-VALENTINA XIII-VALENTINA XIV;CPBLEM;CPBLEM;BRASIL;219;28;18:30:00;19/jan/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-1,80777778;-50,30305556;0;0;10206264;AÇO;
6_2021;SEM NOME;CPSTNA;CPSTNA;BRASIL;A SER APURADO;A SER APURADO;11:00:00;29/jan/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;-0,3;-51,3;0;0;A SER APURADO;MADEIRA;
1_2021;ESTRELA LUNAR;CPCIFE;CPCIFE;BRASIL;14;10,08;08:10:00;29/jan/21;LANCHA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;COLISÃO;-3,835;-32,40083333;3;0;A SER APURADO;FIBRA;
2_2021;NELY I;DLHEUS;DLHEUS;BRASIL;A SER APURADO;5,85;11:00:00;30/jan/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-15,68361111;-38,94305556;2;0;293M2020000026;ALUMÍNIO;
1_2021;A SER APURADO;CFCUIA;CFCUIA;A SER APURADO;A SER APURADO;A SER APURADO;14:30:00;23/jan/21;BOTE;A SER APURADO;A SER APURADO;MOTOR;NAUFRÁGIO;-12,42;-55,76472222;0;0;A SER APURADO;ALUMÍNIO;
3_2021;PRINCESA VITORIA;DLSFSL;DLSFSL;BRASIL;9;11,5;07:00:00;18/jan/21;LANCHA;LONGO - CURSO;PASSAGEIRO;MOTOR;ÁGUA ABERTA;-26,58583333;-48,69388889;0;0;4420220147;MADEIRA;
2_2021;SORRISO PESCA;CPNATL;AGBRAN;BRASIL;21;13,5;12:33:00;30/jan/21;BARCO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;-1,96416667;-37,07583333;0;0;1820051617;MADEIRA;
1_2021;ALTAZ II;CPNATL;CPNATL;BRASIL;82;22,3;19:00:00;29/jan/21;A SER APURADO;A SER APURADO;A SER APURADO;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-6,38611111;-35,05583333;0;0;A SER APURADO;AÇO;
7_2021;A SER APURADO;CPSTNA;AGOQUE;BRASIL;A SER APURADO;A SER APURADO;11:00:00;29/jan/21;BARCO;A SER APURADO;PESCA;MOTOR;EXPLOSÃO;4,39583333;-51,57333333;2;0;A SER APURADO;A SER APURADO;
8_2021;MV CAPE SAMPAGITA;CPMCAE;AGSJBA;JAPÃO;92,155;291,895;15:00:00;01/fev/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-21,80833333;-40,96805556;1;0;SOLAS-IMO 142146;AÇO;
8_2021;COMTE AIRTON;CPSTNA;AGOQUE;BRASIL;16;13,3;18:00:00;29/jan/21;BARCO;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;3,92277778;-50,44277778;0;2;021-102698-1;MADEIRA;
6_2021;SEM NOME;CPNAUS;AGTEFE;BRASIL;A SER APURADO;6;13:00:00;30/jan/21;CANOA;INTERIOR;PASSAGEIRO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,34333333;-64,70944444;0;0;NÃO INSCRITA;MADEIRA;
5_2021;AMAZONAS MAR;CPVITO;CPVITO;BRASIL;2,8;7,05;15:00:00;30/jan/21;BOTE;INTERIOR;PESCA;MOTOR;DERIVA  DA EMBARCAÇÃO;-20,4375;-40,13666667;0;0;3420052791;MADEIRA;NÃO POSSUI
01_2021;SEM NOME;CFAREM;CFAREM;BRASIL;A SER APURADO;8;08:00:00;03/fev/21;CANOA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-2,23638889;-54,78472222;0;0;NÃO INSCRITA;MADEIRA;
02_2021;GERMANO BECKER;CPGRAN;CPGRAN;BRASIL;3,29;110,04;14:40:00;07/fev/21;NM GRANELEIRO;INTERIOR;CARGA;MOTOR;ENCALHE;-31,80861111;-52,19361111;0;0;4620796174;AÇO;
02_2021;MD;CPLUIZ;AGIMPE;BRASIL;2;6,17;16:30:00;31/jan/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;0;0;211009555;FIBRA;
09_2021;O MAESTRO;CPMCAE;AGSJBA;BRASIL;11,2;11,58;A SER APURADO;A SER APURADO;LANCHA;LONGO - CURSO;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;0;0;3810444111;FIBRA;
06_2021;JESUS SALVA O MUNDO;CPVITO;CPVITO;BRASIL;5,1;9,5;09:00:00;07/fev/21;BOTE;INTERIOR;PESCA;MOTOR;AVARIA DE MÁQUINAS;-20,41666667;-40,06666667;0;0;2930000121;MADEIRA;
03_2021;MUCURIPE III;CPNATL;CPNATL;BRASIL;98;21,94;05:00:00;01/fev/21;BARCO;CABOTAGEM;PESCA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;0,91666667;-29,33333333;1;0;210226641;AÇO;
10_2021;COMTE SAMUEL I;CPSTNA;CPSTNA;BRASIL;0;17;06:30:00;08/fev/21;BARCO;INTERIOR;CARGA;MOTOR;ÁGUA ABERTA;-0,15027778;-51,08472222;0;0;NÃO INSCRITA;MADEIRA;
06_2021;LITTLE WILD;CPRIOJ;AGPRIT;BRASIL;0,87;4,35;14:20:00;06/fev/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-23,19166667;-44,62444444;0;0;3830640145;FIBRA;
10_2021;MV GOLDEN CATHRINE;CPMCAE;CPMCAE;HONG KONG;34311;198;09:00:00;04/fev/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-8,5;-28,60222222;0;0;SOLAS-IMO HK-4233;AÇO;
9_2021;ILENAO;CPSTNA;CPSTNA;LIBÉRIA;32795;187,88;22:25:00;06/fev/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;0,07444444;-50,97138889;0;0;SOLAS-IMO 9524683;AÇO;
12-A_2021;PRATICAGEM XVI / ENGUIA;CPSANT;CPSANT;BRASIL;0,9;6;17:40:00;03/fev/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,95555556;-46,30305556;0;0;4019955425;ALUMÍNIO;
;DONNA OLGA;DLSFSL;DLSFSL;BRASIL;16,6;11;20:00:00;06/fev/21;LANCHA;LONGO - CURSO;ESPORTE E RECREIO;MOTOR;VARAÇÃO;-26,17;-48,54194444;0;0;4430114935;MADEIRA;NÃO POSSUI
07_2021;ALPHA I;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;NÃO INSCRITA;07:55:00;08/fev/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;NAUFRÁGIO;-1,06138889;-48,47722222;0;0;NÃO INSCRITA;A SER APURADO;
01_2021;NOSSA SENHORA  DOS NAVEGANTES III;DLGUAI;DLGUAI;BRASIL;102;38;09:00:00;11/fev/21;BALSA;INTERIOR;PASSAGEIRO E CARGA;SEM PROPULSÃO;MÁ ESTIVAÇÃO DA CARGA;-23,26166667;-53,71194444;0;0;9629961237;AÇO;
07_2021;REM COMTE TARCIO;CPNAUS;CPNAUS;BRASIL;19;10;00:30:00;03/fev/21;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,79694444;-65,84388889;0;0;001.021968-4;AÇO;
02_2021;HAEMAGOGOS;DLGUAI;DLGUAI;BRASIL;NÃO INSCRITA;5,9;10:00:00;11/fev/21;BOTE;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-22,82638889;-53,47777778;0;0;962M2005006289;ALUMÍNIO;
03_ 2021;RIOS TOUR I / SEM NOME;CPLUIZ;CPLUIZ;BRASIL;1,15;6;05:00:00;14/fev/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;;1;0;1210134292;ALUMÍNIO;
07_2021;BOAT LUX VIT JVII;CPVITO;CPVITO;BRASIL;0;3,45;14:00:00;11/fev/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-20,26972222;-40,32972222;1;0;341M2019002569;FIBRA;
03_2021;MARIANNA;DLHEUS;DLHEUS;BRASIL;39,9;22.30.00;12:30:00;14/fev/21;ESCUNA;INTERIOR;ESPORTE E RECREIO;MOTOR;ENCALHE;-14,07194444;-38,955;0;0;2810259259;MADEIRA;NÃO POSSUI
06_2021;CAPANÁRIO / SPATCH II;DLANGR;DLANGR;BRASIL;4,8;9,2;13:50:00;13/fev/21;BARCAÇA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-23,08527778;-44,24111111;0;0;3830102992;MADEIRA;
02_2021;MONALISA;CPPARN;CPPARN;BRASIL;MIÚDA;A SER APURADO;11:00:00;16/fev/21;CANOA;INTERIOR;PESCA;MOTOR;ENCALHE;-2,91972222;-41,32388889;0;0;210991265;MADEIRA;NÃO POSSUI
