Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);DATA;HORA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
014_2020;CARRO QUEBRADO;3;CPCEIO;CPCEIO;BRASIL;16;9,7;20/SET/2020;12:00;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-9,4025;-35,49388889;0;0;0;2412236372;FIBRA;
41-A_2020;HALCON TRADE;8;CPSANT;CPSANT;FILIPINAS;13,061;149,9;08/AGO/2020;6:05;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-23,92111111;-46,36916667;0;1;0;SOLAS-IMO9742053;AÇO;
;MARCOS DIAS;8;CPSANT;CPSANT;BRASIL;25,929;199,0;19/AGO/2020;11:30;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-23,96305556;-46,30277778;0;0;0;SOLAS-IMO9070565;AÇO;
;KAHORI;8;CPSANT;CPSANT;BRASIL;4,2;10,3;15/AGO/2020;23:00;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-23,98583333;-46,32388889;0;0;0;443-006995-6;MADEIRA;NÃO POSSUI
;SEM NOME;8;CPSANT;CPSANT;BRASIL;NÃO INSCRITA;A SER APURADO;29/AGO/2020;11:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;0;1;0;NÃO INSCRITA;FIBRA;
;MAPLEGATE;8;CPSANT;CPSANT;LIBÉRIA;35,834;199,98;27/AGO/2020;14:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;;;0;1;0;SOLAS-IMO 9855927;AÇO;
;GALES V -EBISU;8;CPSANT;CPSANT;BRASIL;40;15;03/SET/2020;12:00;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;;0;0;0;4410167057;;
48-A_2020;CABRITINHO;8;CPSANT;CPSANT;BRASIL;0,50;5;11/SET/2020;17:42;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;ALAGAMENTO;-23,61388889;-47,29138889;2;1;0;4010737018;ALUMÍNIO;
31_2020;IKUCHI ISLAND;2;CPSALV;CPSALV;SINGAPURA;23,351;173,52;24/AGO/2020;4:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-12,82444444;-38,49861111;0;1;0;SOLAS-IMO 9767443;AÇO;
32_2020;LINOS;2;CPSALV;CPSALV;BRASIL;5,36;10,20;30/AGO/2020;14:30;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-12,78916667;-38,49333333;0;0;0;5240008094;FIBRA;
19_2020;PETROBRAS 53;1;CPMCAE;CPMCAE;ILHAS MASHALL;157,574;346,2;11/SET/2020;0:40;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-22,42222222;-39,95750000;0;1;0;461E000806;AÇO;
20_2020;Petrobras 52;1;CPMCAE;CPMCAE;ILHAS MASHALL;60,924;125;12/SET/2020;12:30;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;-21,905;-39,73611111;0;1;0;381E005046;AÇO;
21_2020;ATHEUS - DUDA;1;CPMCAE;CPMCAE;BRASIL;MIUDA;3,27;19/SET/2020;13:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-21,78611111;-41,55472222;2;0;0;388M2013000040;FIBRA;
36_2020;AI SIMMM;1;CPRIOJ;AGPRIT;BRASIL;15;13,20;29/AGO/2020;17:30;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-23,07;-44,64361111;0;1;0;4039146310;FIBRA;
38_2020;CAMUMÚ;1;CPRIOJ;CPRIOJ;BRASIL;8,6;14,85;10/SET/2020;2:40;SAVEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-22,87472222;-43,16166667;0;0;0;3820113223;MADEIRA;NÃO POSSUI
37_2020;SHARK - EFESIOS 6;1;CPRIOJ;AGPRIT;BRASIL;0;3,37;07/SET/2020;21:30;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,225;-44,62888889;0;0;0;401M2012022129;FIBRA;
22_2020;OLIVIA VI;1;DLRUCA;DLRUCA;BRASIL;0,10;11,18;04/SET/2020;13:50;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-23,06111111;-43,58944444;0;0;0;3810519120;FIBRA;
21_2020;JUAN;1;DLRUCA;DLRUCA;BRASIL;5,6;11,78;03/SET/2020;1:30;TRAINEIRA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,08611111;-43,66111111;2;0;0;3810493562;MADEIRA;NÃO POSSUI
23_2020;SHAKAR;1;DLRUCA;DLRUCA;BRASIL;0,10;10,3;07/SET/2020;6:00;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-22,92833333;-43,90361111;0;0;0;3813883906;FIBRA;
20_2020;Granata;1;DLRUCA;DLRUCA;BRASIL;46;21,7;02/SET/2020;17:20;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,02611111;-44,10944444;0;0;0;4039130774;FIBRA;
28_2020;Jeed Epc - Torres I - SEM NOME;9;CFPVEL;CFPVEL;BRASIL;48;19,5;14/AGO/2020;21:45;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-6,775833333;-62,44611111;0;0;0;10200860;AÇO;
19_2020;MARAMORES - SALMAO;1;DLCABO;DLCABO;BRASIL;9,2;11,3;30/AGO/2020;15:00;BARCO;CABOTAGEM;PESCA;MOTOR;ABALROAMENTO;-22,87805556;-42,02166667;0;1;0;3877041493;MADEIRA;NÃO POSSUI
18_2020;VIVA LA VIDA;1;DLCABO;DLCABO;BRASIL;9,9;8,28;06/SET/2020;14:23;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;-22,76472222;-41,91305556;0;0;0;2810209499;FIBRA;
18_2020;MONARcA;1;DLANGR;DLANGR;BRASIL;8,46;15,2;05/SET/2020;0:30;BARCO;INTERIOR;PESCA;MOTOR;EXPLOSÃO;;;0;2;0;3810385832;MADEIRA;NÃO POSSUI
22_2020;MARVIN;1;DLANGR;DLANGR;BRASIL;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,02388889;-44,35805556;0;0;0;A SER APURADO;FIBRA;
21_2020;ALESSANDRA II;1;DLANGR;DLANGR;BRASIL;36;15,25;05/SET/2020;17:30;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;0;0;0;4010221607;FIBRA;
19_2020;MIG 84;1;DLANGR;DLANGR;BRASIL;5;9,37;05/SET/2020;0:30;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-23,0375;-44,37111111;0;0;0;3813912001;FIBRA;
20_2020;TARJA PRETA II;1;DLANGR;DLANGR;BRASIL;7,08;9,31;06/SET/2020;18:40;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;COLISÃO;-23,05833333;-44,37583333;0;0;0;2210160987;FIBRA;
39_2020;BAÍA DE SÃO JOSÉ I;4;CPLUIZ;CPLUIZ;BRASIL;2,069;65;23/SET/2020;12:20;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ENCALHE;-2,503611111;-44,52000000;0;0;0;121-012801-2;AÇO;
30_2020;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;17/SET/2020;19:30;CANOA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-1,986111111;-55,37250000;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
05_2020;SEM NOME;2;CFJUAZ;CFJUAZ;BRASIL;NÃO INSCRITA;A SER APURADO;28/SET/2020;20:24;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;A SER APURADO;NAUFRÁGIO;-9,713611111;-41,94888889;1;0;0;NÃO INSCRITA;A SER APURADO;
08_2020;ALMI ODYSSEY;8;DLTIAO;DLTIAO;LIBÉRIA;84,216;274;26/AGO/2020;19:00;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-23,80277778;-45,38555556;0;0;0;SOLAS-IMO  9579559;AÇO;
;LOG IN JACARANDÁ;3;CPCIFE;CPCIFE;BRASIL;28,554;218,45;27/AGO/2020;5:10;NM PORTA CONTENTOR;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-20,11416667;-39,47111111;0;1;0;SOLAS-IMO 9471886;AÇO;
08_2020;SEM NOME;1;CFBELZ;CFBELZ;BRASIL;NÃO INSCRITA;A SER APURADO;21/AGO/2020;10:20;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-34,04305556;-44,75750000;1;0;0;NÃO INSCRITA;FIBRA;
20_2020;Bela Brisa;8;CPFTPR;CPFTPR;BRASIL;1,23;5,21;28/AGO/2020;19:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-21,38305556;-49,51472222;0;0;0;4019902194;FIBRA;
21_2020;TQ-04 - TQ-07 - TQ-08 - TQ-14 - TQ-15;8;CPFTPR;CPFTPR;BRASIL;128;19,50;01/SET/2019;1:30;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-22,10222222;-48,77694444;0;0;0;4050131129;AÇO;
_2020;DRACO - B 147563 - HB 147595;4;CFAREM;CFAREM;PANAMÁ;697;42,67;04/SET/2020;8:50;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;;;0;0;0;023E003602;AÇO;
24_2020;Rio Tapajós II;4;CFAREM;CFAREM;BRASIL;99;22;27/AGO/2020;1:30;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,746388889;-54,03222222;1;0;0;230107834;MADEIRA;NÃO POSSUI
24_2020;HULUJUCA;1;DLANGR;DLANGR;BRASIL;5,00;8,51;28/SET/2020;12:30;LANCHA;LONGO-CURSO;ESPORTE E RECREIO;MOTOR                                                                                EXPLOSÃO;;-22,94333333;-44,32694444;0;0;0;4410443976;FIBRA;
40_2020;SOL;4;CPLUIZ;CPLUIZ;BRASIL;A SER APURADO;10;24/SET/2020;2:00;A SER APURADO;INTERIOR;PESCA;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;-2,134722222;-43,26777778;0;0;1;NÃO INSCRITA;A SER APURADO;
32_2020;HARMONIA IX;1;CPVITO;CPVITO;BRASIL;NÃO INSCRITA;4,27;22/SET/2020;10:45;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR                                                                               NAUFRÁGIO;;-20,32416667;-40,33027778;0;1;0;401M2001061388;FIBRA;
23_2020;SANTOS SUPPLIER;1;CPMCAE;AGSJBA;BRASIL;2,999;84,73;22/SET/2020;17:48;SUPPLY;APOIO MARITIMO;CARGA;MOTOR                                                                     AVARIA DE MÁQUINAS;;-22,01805556;-41,00861111;0;0;0;4430473404;AÇO;
10_2020;TAURUS V;3;CPFTZA;CPFTZA;BRASIL;3;8;19/SET/2020;14:30;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR                                                                                  COLISÃO;;-3,725277778;-38,50388889;0;1;0;4418893776;FIBRA;
11_2020;PÉROLA;3;CPFTZA;CPFTZA;BRASIL;NÃO INSCRITA;5;19/SET/2020;10:30;JANGADA;INTERIOR;PASSAGEIRO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,0375;-39,70722222;0;2;0;NÃO INSCRITA;A SER APURADO;
12_2020;A V VASCONCELOS;3;CPFTZA;CPFTZA;BRASIL;MIUDA;3,22;20/SET/2020;20:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-4,245833333;-40,44722222;1;0;0;161M2013001122;FIBRA;
09_2020;SAGRES XX;3;CPFTZA;CPFTZA;BRASIL;67;20;02/SET/2020;9:10;BARCO;LONGO-CURSO;PESCA;MOTOR                                                                       MORTE DE PESSOA;;-0,733333333;-43,80000000;1;0;0;1610038193;AÇO;
8_2020;AMY CHOUEST - MANDELA FR;3;CPFTZA;CPFTZA;BRASIL;1,978;66,42;17/JUL/2020;15:00;REBOCADOR;LONGO-CURSO;CARGA;MOTOR                                                                          ABALROAMENTO;;-3,190277778;-38,96277778;0;0;0;443E000671;AÇO;NÃO POSSUI
25_2020;SEM NOME;4;CFAREM;CFAREM;A SER APURADA;A SER APURADO;A SER APURADO;30/AGO/2020;8:40;A SER APURADO;A SER APURADA;A SER APURADO;A SER APURADO                                                                     NAUFRÁGIO;;-4,276944444;-55,98333333;1;0;0;A SER APURADO;A SER APURADO;
27_2020;SEM MOME;4;CFAREM;CFAREM;BRASIL;A SER APURADO;A SER APURADO;01/SET/2020;20:00;CANOA;INTERIOR;A SER APURADO;MOTOR                                                                               NAUFRÁGIO;;-2,000555556;-54,71555556;0;0;1;NÃO INSCRITA;MADEIRA;
26_2020;DONA JÔ IV;4;CFAREM;CFAREM;BRASIL;10;11,30;03/SET/2020;15:40;LANCHA;INTERIOR;PASSAGEIRO;MOTOR                                                                               NAUFRÁGIO;;-2,417222222;-54,71583333;0;0;0;90020804;ALUMÍNIO;
28_2020;SEM MOME;4;CFAREM;CFAREM;BRASIL;A SER APURADO;A SER APURADO;04/SET/2020;13:00;CANOA;INTERIOR;A SER APURADO;MOTOR                                                                               NAUFRÁGIO;;-1,9325;-54,79944444;0;0;1;NÃO INSCRITA;MADEIRA;
07_2020;SI PATRON;3;CPCIFE;CPCIFE;BRASIL;9;11,34;30/AGO/2020;10:30;LANCHA;LONGO-CURSO;ESPORTE E RECREIO;MOTOR                                                                                 INCÊNDIO;;-7,861388889;-34,83333333;1;6;0;4418917721;FIBRA;
07_2020;A ser apurado;6;CFCUIA;CFCUIA;A SER APURADA;MIUDA;A SER APURADO;A SER APURADO;A SER APURADO;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR                                                                          ABALROAMENTO;;;;1;0;0;A SER APURADO;FIBRA;
10_2020;ELEVATION;8;DLTIAO;DLTIAO;LIBANO;A SER APURADO;187,50;A SER APURADO;A SER APURADO;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR                                                                       MORTE DE PESSOA;;;;1;0;0;SOLA-IMO 7407324;AÇO;
5_2020;SEM NOME;1;DLPIRA;DLPIRA;A SER APURADA;MIUDA;A SER APURADO;14/SET/2020;18:30;BOTE;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR                                                                         EMBORCAMENTO;;-17,67694444;-45,01805556;1;0;0;NÃO INSCRITA;A SER APURADO;
20_2020;NM THALIS;5;CPGRAN;CPGRAN;ILHAS MASHALL;22,662;186,40;02/SET/2020;7:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR                                                                                  COLISÃO;;-32,04166667;-52,03333333;0;0;0;SOLA-IMO 9616747;AÇO;
19_2020;BP VÓ VILMA I;5;CPGRAN;CPGRAN;BRASIL;57;21,00;01/SET/2020;15:00;BARCO;CABOTAGEM;PESCA;MOTOR                                                                       MORTE DE PESSOA;;-32,16666667;-49,96666667;1;0;0;4010149370;MADEIRA;
18_2020;CAPE GARLAND;1;CPMCAE;CPMCAE;PANAMÁ;92,278;292,00;04/SET/2020;12:13;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR                                                                           EXPOR A RISCO;;-22,73416667;-34,75250000;0;0;0;SOLA-IMO 9397846;AÇO;
12_2020;GANSO;3;CPCEIO;CPCEIO;BRASIL;NÃO INSCRITA;4,9;05/SET/2020;9:00;JANGADA;INTERIOR;PASSAGEIRO;MOTOR                                                                         EMBORCAMENTO;;-9,295833333;-35,39277778;0;0;0;NÃO INSCRITA;MADEIRA;
11_2020;L/M MERCEDES EXPRESSO - N/M LUAN - CANOA TIPO RABETA;4;CPSTNA;CPSTNA;BRASIL;6;10;05/SET/2020;6:01;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-0,0575;-51,17972222;0;0;0;022-011569-9;ALUMÍNIO;
12_2020;DEUS PROVERÁ;4;CPSTNA;CPSTNA;BRASIL;3,0;14,85;06/SET/2020;8:00;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;EXPLOSÃO;3,784444444;-51,83805556;0;2;0;025-000030-0;ALUMÍNIO;
9_2020;A SER APURADO;4;CPPARN;CPPARN;BRASIL;MIUDA;A SER APURADO;07/SET/2020;14:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-6,865555556;-41,33861111;1;0;0;A SER APURADO;FIBRA;
23_2020;Muleke-SEM MOME;8;CPFTPR;CPFTPR;BRASIL;MIUDA;8;07/SET/2020;15:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-22,17861111;-47,89861111;0;1;0;4054111301;FIBRA;
2A_2020;Caravela Tur;1;DLFURN;DLFURN;BRASIL;56;17;06/SET/2020;8:10;A SER APURADO;INTERIOR;PASSAGEIRO;MOTOR;VARAÇÃO;-20,67138889;-46,24750000;0;0;0;3840170991;MADEIRA;
25_2020;Marano;8;CPFTPR;CPFTPR;BRASIL;1,7;6,65;12/SET/2020;13:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-20,0775;-47,41277778;0;1;0;4010580321;FIBRA;
08_2020;SEM NOME;3;CPCIFE;CPCIFE;BRASIL;MIUDA;A SER APURADO;07/SET/2020;14:17;JANGADA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ACIDENTE DE MERGULHO;-7,579722222;-34,70250000;1;0;0;NÃO INSCRITA;MADEIRA;
13_2020;CIGANA;3;CPCEIO;CPCEIO;BRASIL;1,2;5,38;12/SET/2020;8:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ACIDENTE DE MERGULHO;-9,196944444;-35,05166667;1;0;0;4010720751;FIBRA;
31_2020;SEM NOME;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;6,0;07/SET/2020;3:00;BARCO;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-2,305277778;-51,21333333;0;1;0;NÃO INSCRITA;MADEIRA;
30_2020;SEM NOME;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;3,0;05/SET/2020;17:30;BARCO;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;;;0;1;0;NÃO INSCRITA;MADEIRA;
24_2020;Zanard Jet;8;CPFTPR;CPFTPR;BRASIL;MIUDA;5,7;07/SET/2020;13:30;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-20,26388889;-50,97361111;1;0;0;403M2009003385;FIBRA;
13_2020;SEM NOME;4;CPSTNA;CPSTNA;BRASIL;MIUDA;A SER APURADO;14/SET/2020;9:00;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;EMBORCAMENTO;0,402777778;-51,73888889;1;0;0;NÃO INSCRITA;MADEIRA;
22_2020;CARINHOSO I;1;CPMCAE;CPMCAE;BRASIL;0,6;6,0;16/SET/2020;16:20;CANOA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;NAUFRÁGIO;-21,62916667;-41,98555556;0;0;0;3850010767;MADEIRA;
14_2020;E/M REBELO XXXIV - BALSA ARANDAÍ - BALSA ACARÍ-L/M AZIZ E SAMIR;4;CPSTNA;CPSTNA;BRASIL;80,00;19,90;20/SET/2020;12:20;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-0,009444444;-51,20388889;0;0;0;021-026081-5;AÇO;
15_2020;SEM NOME;4;CPSTNA;CPSTNA;BRASIL;MIUDA;4,00;20/SET/2020;10:40;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-0,061111111;-50,64555556;1;0;0;NÃO INSCRITA;ALUMÍNIO;
37_2020;Carauari 2022;9;CPNAUS;CPNAUS;BRASIL;409;48;13/SET/2020;3:30;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;EXPLOSÃO;-6,448888889;-68,25194444;1;0;1;211011312;AÇO;
38_2020;PIPES 68- PIPES 61;4;CPLUIZ;CPLUIZ;BRASIL;8,2;14,50;18/SET/2020;13:30;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE VEÍCULO NA ÁGUA;-5,248333333;-48,19888889;0;1;0;1270004263;AÇO;
08_2020;MADAME CRYS-SEM NOME;9;CFINGA;CFINGA;BRASIL;98;7,5;18/SET/2020;16:30;A SER APURADO;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-3,213055556;-67,89583333;0;0;0;11445106;AÇO;
;FAMÍLIA II;8;CPFOZU;CPFOZU;BRASIL;MIUDA;5,5;19/SET/2020;18:50;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-25,33861111;-54,50611111;0;0;0;9610152589;FIBRA;
32_2020;HB TAMBAQUI;4;CPBLEM;CPBLEM;BRASIL;48,495;245,00;22/SET/2020;17:19;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-1,543611111;-48,74555556;0;0;0;SOLA-IMO 0230937624;AÇO;
38_2020;FLUTUANTE ABARÉ;9;CPNAUS;CPNAUS;BRASIL;NÃO INSCRITA;A SER APURADO;23/SET/2020;18:15;FLUTUANTE;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-3,012777778;-60,09611111;1;0;0;NÃO INSCRITA;MADEIRA;
21_2020;NM TREVO BRANCO;5;CPGRAN;CPGRAN;BRASIL;2362,00;90,57;29/SET/2020;13:50;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-32,175;-52,17222222;0;0;0;SOLA-IMO 4620207772;AÇO;
11_2020;ANTARES XXVII;8;DLTIAO;DLTIAO;BRASIL;5;8,10;05/OUT/2020;7:00;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;;;0;0;0;4010452412;FIBRA;
33_2020;SEM NOME;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;8,00;15/AGO/2020;18:30;BARCO;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-2,416666667;-48,14555556;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
16_2020;SEM NOME;4;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;A SER APURADO;23/SET/2020;9:00;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-0,420833333;-50,82777778;0;1;0;NÃO INSCRITA;A SER APURADO;A SER APURADO
33_2020;CRISKELVIN;1;CPVITO;CPVITO;BRASIL;MIUDA;4,55;26/SET/2020;9:00;BOTE;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-20,35277778;-40,24916667;0;0;0;341M2001025224;A SER APURADO;A SER APURADO
24_2020;TSUNAMI;1;DLRUCA;DLRUCA;BRASIL;12,60;12,24;12/OUT/2020;18:17;TRAINEIRA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;AVARIA DE MÁQUINAS;-23,04861111;-44,12138889;0;0;0;3825419622;MADEIRA;NÃO POSSUI
20_2020;SAINT JULIAN;1;DLCABO;DLCABO;BRASIL;1;11,20;21/JUL/2020;11:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;0;0;0;3840167248;MADEIRA;NÃO POSSUI
03_2020;SEM NOME;2;DLSEGU;DLSEGU;BRASIL;A SER APURADO;A SER APURADO;29/SET/2020;0:00;BOTE;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-16,8975;-39,05305556;0;2;0;A SER APURADO;ALUMÍNIO;
26_2020;Vilegaba;8;CPFTPR;CPFTPR;BRASIL;MIUDA;5,9;27/SET/2020;16:00;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-21,04305556;-50,46250000;1;0;0;405M2020008988;ALUMÍNIO;
11_2020;FERNANDA;7;CPFBRA;CPFBRA;BRASIL;MIUDA;3,85;04/SET/2020;11:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-15,78222222;-47,82361111;0;0;0;521M2019004918;FIBRA;
11_2020;SEM NOME;5;CFALEG;CFALEG;BRASIL;A SER APURADO;A SER APURADO;28/SET/2020;18:30;BOTE;INTERIOR;A SER APURADO;A SER APURADO;EMBORCAMENTO;;-2,46416667;1;0;0;A SER APURADO;ALUMÍNIO;
09_2020;OLIVENÇA II;9;CFINGA;CFINGA;BRASIL;1;8,42;03/OUT/2020;19:00;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-3,561111111;-69,37222222;0;0;0;72229853;FIBRA;
31_2020;Jacob Borges - Hermasa 81 - Hermasa VI;9;CFPVEL;CFPVEL;BRASIL;259;25;03OUT/2020;5:00;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-8,748611111;-63,92250000;1;0;0;11433337;AÇO;
03_2020;KAINÃ II;5;DELUNA;DELUNA;BRASIL;17,60;13,70;03/OUT/2020;12:00;BOTE;INTERIOR;PESCA;MOTOR;ENCALHE;-29,32472222;-49,71222222;1;0;0;4660008720;MADEIRA;NÃO POSSUI
27_2020;Marchiori;8;CPFTPR;CPFTPR;BRASIL;MIUDA;5,82;03/OUT/2020;19:30;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-21,615;-49,29805556;0;0;0;405M2010030673;ALUMÍNIO;
19_2020;AFS;8;CPAGUA;CPAGUA;BRASIL;14;10,20;05/OUT/2020;13:40;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;AVARIA DE MÁQUINAS;-25,51555556;-48,53111111;0;0;0;9620185668;AÇO;
